tweet,tokens,label
black girl hoe cause fuck nigga money revenge dumb shit like,"['black', 'girl', 'hoe', 'cause', 'fuck', 'nigga', 'money', 'revenge', 'dumb', 'shit', 'like']",0
man hoe familiar one minute team next minute aint ya,"['man', 'hoe', 'familiar', 'one', 'minute', 'team', 'next', 'minute', 'aint', 'ya']",0
love bitch throw shade confirms im something right,"['love', 'bitch', 'throw', 'shade', 'confirms', 'im', 'something', 'right']",0
im cry bitch going hard,"['im', 'cry', 'bitch', 'going', 'hard']",0
holder asks ag deal kind treatment tell whiny little bitch call alberto gonzales,"['holder', 'asks', 'ag', 'deal', 'kind', 'treatment', 'tell', 'whiny', 'little', 'bitch', 'call', 'alberto', 'gonzales']",0
sunnyslope dr memphis tenn come get fucked as lil skinny bitch love read skinny,"['sunnyslope', 'dr', 'memphis', 'tenn', 'come', 'get', 'fucked', 'as', 'lil', 'skinny', 'bitch', 'love', 'read', 'skinny']",0
whatupwyd b chilling square wbu bitch wat u,"['whatupwyd', 'b', 'chilling', 'square', 'wbu', 'bitch', 'wat', 'u']",0
bitch nigga,"['bitch', 'nigga']",0
bitch eating pussy nigga,"['bitch', 'eating', 'pussy', 'nigga']",0
exactly miss bitch,"['exactly', 'miss', 'bitch']",0
feel got ta party every weekend entertainment ima assume embrace partaking hoelike activity,"['feel', 'got', 'ta', 'party', 'every', 'weekend', 'entertainment', 'ima', 'assume', 'embrace', 'partaking', 'hoelike', 'activity']",0
cant never keep bitch cause put hoze,"['cant', 'never', 'keep', 'bitch', 'cause', 'put', 'hoze']",0
im one faggot hate word mine,"['im', 'one', 'faggot', 'hate', 'word', 'mine']",0
lowkey hoe life l,"['lowkey', 'hoe', 'life', 'l']",0
went gnc today cashier bitch dont sell chocolate cake written face looke,"['went', 'gnc', 'today', 'cashier', 'bitch', 'dont', 'sell', 'chocolate', 'cake', 'written', 'face', 'looke']",0
hate always wan na smoke aint got money niggabitch like bye falisha,"['hate', 'always', 'wan', 'na', 'smoke', 'aint', 'got', 'money', 'niggabitch', 'like', 'bye', 'falisha']",0
ive watched min trash feel like wasted valuable minute life never get b,"['ive', 'watched', 'min', 'trash', 'feel', 'like', 'wasted', 'valuable', 'minute', 'life', 'never', 'get', 'b']",0
bitch flirt bae,"['bitch', 'flirt', 'bae']",0
cant turn hoe husband either,"['cant', 'turn', 'hoe', 'husband', 'either']",0
duh bitch,"['duh', 'bitch']",0
screaming like little bitch lmaooo,"['screaming', 'like', 'little', 'bitch', 'lmaooo']",0
trying hard resist urge smack bitch,"['trying', 'hard', 'resist', 'urge', 'smack', 'bitch']",0
love bird,"['love', 'bird']",0
wake middle night chug orange juice straight bottle sorry mom,"['wake', 'middle', 'night', 'chug', 'orange', 'juice', 'straight', 'bottle', 'sorry', 'mom']",0
dese hoe ugly af talking bout wanted yo boyfriend could bitch look like boyfriend,"['dese', 'hoe', 'ugly', 'af', 'talking', 'bout', 'wanted', 'yo', 'boyfriend', 'could', 'bitch', 'look', 'like', 'boyfriend']",0
u dont like ya bitch,"['u', 'dont', 'like', 'ya', 'bitch']",0
queer lady templar thats point,"['queer', 'lady', 'templar', 'thats', 'point']",1
call insecure u want fuck man doesnt need friendly bitch friend hoe,"['call', 'insecure', 'u', 'want', 'fuck', 'man', 'doesnt', 'need', 'friendly', 'bitch', 'friend', 'hoe']",0
bitch,['bitch'],0
vine still funny shit many nigger store,"['vine', 'still', 'funny', 'shit', 'many', 'nigger', 'store']",1
looking ill bitch mind,"['looking', 'ill', 'bitch', 'mind']",0
aint nothing cut bitch,"['aint', 'nothing', 'cut', 'bitch']",0
somebody call ambulance bitch dieing attention,"['somebody', 'call', 'ambulance', 'bitch', 'dieing', 'attention']",0
rock bitch beautiful angelic voice gaffeoke,"['rock', 'bitch', 'beautiful', 'angelic', 'voice', 'gaffeoke']",0
eugene come watch run circle round rap game like name chip kelly bitch h,"['eugene', 'come', 'watch', 'run', 'circle', 'round', 'rap', 'game', 'like', 'name', 'chip', 'kelly', 'bitch', 'h']",0
dese hoe actin,"['dese', 'hoe', 'actin']",0
experience bitch aint shit pas bad nem,"['experience', 'bitch', 'aint', 'shit', 'pas', 'bad', 'nem']",0
wife dat bitch many nigga fucked clique many nigga actin rich dese boppin hoe dick maserati,"['wife', 'dat', 'bitch', 'many', 'nigga', 'fucked', 'clique', 'many', 'nigga', 'actin', 'rich', 'dese', 'boppin', 'hoe', 'dick', 'maserati']",0
dont fuck bitch nigga fuck nigga bitch,"['dont', 'fuck', 'bitch', 'nigga', 'fuck', 'nigga', 'bitch']",1
hate bitch think crazy,"['hate', 'bitch', 'think', 'crazy']",0
hate wen hoe lie say fucked em signedtothestreets,"['hate', 'wen', 'hoe', 'lie', 'say', 'fucked', 'em', 'signedtothestreets']",0
need loyal bitch goofy bitch,"['need', 'loyal', 'bitch', 'goofy', 'bitch']",0
im finna bag im cutting weak hoe,"['im', 'finna', 'bag', 'im', 'cutting', 'weak', 'hoe']",0
ima pull eat pussy dip,"['ima', 'pull', 'eat', 'pussy', 'dip']",0
never kid fan bitch cop signedtothestreets lol,"['never', 'kid', 'fan', 'bitch', 'cop', 'signedtothestreets', 'lol']",0
time play wit bitch,"['time', 'play', 'wit', 'bitch']",0
real fan wait want put trash like rapper signedtothestreets igo,"['real', 'fan', 'wait', 'want', 'put', 'trash', 'like', 'rapper', 'signedtothestreets', 'igo']",0
seem like dese bitch aint loyal,"['seem', 'like', 'dese', 'bitch', 'aint', 'loyal']",0
bitch aint bitch,"['bitch', 'aint', 'bitch']",0
people need mind business bitch internet stop posting shit,"['people', 'need', 'mind', 'business', 'bitch', 'internet', 'stop', 'posting', 'shit']",0
bitch get follower shes bos starting boutique wearing shade public,"['bitch', 'get', 'follower', 'shes', 'bos', 'starting', 'boutique', 'wearing', 'shade', 'public']",0
good woman come around every bitch good man come aroundwell u get point,"['good', 'woman', 'come', 'around', 'every', 'bitch', 'good', 'man', 'come', 'aroundwell', 'u', 'get', 'point']",0
come fall im cuffin side bitch yall yall time whole summer,"['come', 'fall', 'im', 'cuffin', 'side', 'bitch', 'yall', 'yall', 'time', 'whole', 'summer']",0
good side bitch dont let nobody tell u different,"['good', 'side', 'bitch', 'dont', 'let', 'nobody', 'tell', 'u', 'different']",0
maaan hoe photoshopping damn suppose nigga get catfished,"['maaan', 'hoe', 'photoshopping', 'damn', 'suppose', 'nigga', 'get', 'catfished']",0
worried looking like hoe gon regret u get older cuz u missing lot fun,"['worried', 'looking', 'like', 'hoe', 'gon', 'regret', 'u', 'get', 'older', 'cuz', 'u', 'missing', 'lot', 'fun']",0
one good woman worth thousand bad bitchesbut still wan na fuck thousand bitch,"['one', 'good', 'woman', 'worth', 'thousand', 'bad', 'bitchesbut', 'still', 'wan', 'na', 'fuck', 'thousand', 'bitch']",0
real bitch text u u talk call,"['real', 'bitch', 'text', 'u', 'u', 'talk', 'call']",0
regular bitch trusting niggaz letting raw hoe know better,"['regular', 'bitch', 'trusting', 'niggaz', 'letting', 'raw', 'hoe', 'know', 'better']",0
stop nuttin hoe,"['stop', 'nuttin', 'hoe']",0
bitch pregnant dancing heart im instagram im asshole,"['bitch', 'pregnant', 'dancing', 'heart', 'im', 'instagram', 'im', 'asshole']",0
black woman say im gon get white man like white guy dogging bitch yall dumb,"['black', 'woman', 'say', 'im', 'gon', 'get', 'white', 'man', 'like', 'white', 'guy', 'dogging', 'bitch', 'yall', 'dumb']",0
bitch tweaking hoe tweaking hoe,"['bitch', 'tweaking', 'hoe', 'tweaking', 'hoe']",0
hoe baes dipssidelines nothing,"['hoe', 'baes', 'dipssidelines', 'nothing']",0
damn aint got bitch,"['damn', 'aint', 'got', 'bitch']",0
bad im bitch,"['bad', 'im', 'bitch']",0
im stuck nigga love assuming bitch want yall nice,"['im', 'stuck', 'nigga', 'love', 'assuming', 'bitch', 'want', 'yall', 'nice']",0
teabaggers benghazi plane tower stop watching fox news,"['teabaggers', 'benghazi', 'plane', 'tower', 'stop', 'watching', 'fox', 'news']",0
ive always wanted youtube cover im pussy umm okay rts post cover,"['ive', 'always', 'wanted', 'youtube', 'cover', 'im', 'pussy', 'umm', 'okay', 'rts', 'post', 'cover']",0
youre jealous bitch,"['youre', 'jealous', 'bitch']",0
ho literally anything say got nigga dawg,"['ho', 'literally', 'anything', 'say', 'got', 'nigga', 'dawg']",0
bitch bigger size cant fit shit id looked dumb af,"['bitch', 'bigger', 'size', 'cant', 'fit', 'shit', 'id', 'looked', 'dumb', 'af']",0
friend dumb hoe dont even like,"['friend', 'dumb', 'hoe', 'dont', 'even', 'like']",0
yall female really cool cuffin hoe as nigga nope couldnt,"['yall', 'female', 'really', 'cool', 'cuffin', 'hoe', 'as', 'nigga', 'nope', 'couldnt']",0
twitter dump little blue bird mascot officially change set boob,"['twitter', 'dump', 'little', 'blue', 'bird', 'mascot', 'officially', 'change', 'set', 'boob']",0
never go full retard,"['never', 'go', 'full', 'retard']",1
nicer easier youre hurt bitch,"['nicer', 'easier', 'youre', 'hurt', 'bitch']",0
im shy quiet im chilling bitch,"['im', 'shy', 'quiet', 'im', 'chilling', 'bitch']",0
youre bitch,"['youre', 'bitch']",0
im sarcastic bitch beautiful,"['im', 'sarcastic', 'bitch', 'beautiful']",0
take bra dont ask shit u bitch bc bra come clocked life,"['take', 'bra', 'dont', 'ask', 'shit', 'u', 'bitch', 'bc', 'bra', 'come', 'clocked', 'life']",0
girl wear beany look cute stylish wear look like member drug cartel sel,"['girl', 'wear', 'beany', 'look', 'cute', 'stylish', 'wear', 'look', 'like', 'member', 'drug', 'cartel', 'sel']",0
school pointless im trying pas class get bitch,"['school', 'pointless', 'im', 'trying', 'pas', 'class', 'get', 'bitch']",0
white twitter get argument wouldve bitch slapped,"['white', 'twitter', 'get', 'argument', 'wouldve', 'bitch', 'slapped']",0
fuck closed casket bitch put tree let rot throw seed water give leaf,"['fuck', 'closed', 'casket', 'bitch', 'put', 'tree', 'let', 'rot', 'throw', 'seed', 'water', 'give', 'leaf']",0
smoke sum bitch,"['smoke', 'sum', 'bitch']",0
want billion dollar bad hoe da island fine as genie bitch datz none,"['want', 'billion', 'dollar', 'bad', 'hoe', 'da', 'island', 'fine', 'as', 'genie', 'bitch', 'datz', 'none']",0
pleased proud announced sole curator soundtrack mockingjay part,"['pleased', 'proud', 'announced', 'sole', 'curator', 'soundtrack', 'mockingjay', 'part']",0
ion even ask lightskin bitch nude nomo fuck yall,"['ion', 'even', 'ask', 'lightskin', 'bitch', 'nude', 'nomo', 'fuck', 'yall']",0
dc fri bengali harlem lost history south asian readingconvo th st cc,"['dc', 'fri', 'bengali', 'harlem', 'lost', 'history', 'south', 'asian', 'readingconvo', 'th', 'st', 'cc']",0
dc fri bengali harlem readingconvo th st,"['dc', 'fri', 'bengali', 'harlem', 'readingconvo', 'th', 'st']",0
point dont enjoy watching harden anymore constantly piss stop bitch,"['point', 'dont', 'enjoy', 'watching', 'harden', 'anymore', 'constantly', 'piss', 'stop', 'bitch']",0
lmaoooo white people lmaoo filth say come get pussy,"['lmaoooo', 'white', 'people', 'lmaoo', 'filth', 'say', 'come', 'get', 'pussy']",0
stevie j proved turn hoe housewife,"['stevie', 'j', 'proved', 'turn', 'hoe', 'housewife']",0
mine meaning respect fact dont want talkingchilling anything bitch use like,"['mine', 'meaning', 'respect', 'fact', 'dont', 'want', 'talkingchilling', 'anything', 'bitch', 'use', 'like']",0
bitch trying flirt niggga like,"['bitch', 'trying', 'flirt', 'niggga', 'like']",0
falling love easy falling love thats bitch,"['falling', 'love', 'easy', 'falling', 'love', 'thats', 'bitch']",0
im queer three dollar bill first response coming sarcastic wow really never,"['im', 'queer', 'three', 'dollar', 'bill', 'first', 'response', 'coming', 'sarcastic', 'wow', 'really', 'never']",0
gerry sends damn jig boo,"['gerry', 'sends', 'damn', 'jig', 'boo']",0
dont play game girl play better bitch,"['dont', 'play', 'game', 'girl', 'play', 'better', 'bitch']",0
dont know bitch world claim busy nigga really fuck,"['dont', 'know', 'bitch', 'world', 'claim', 'busy', 'nigga', 'really', 'fuck']",0
attack animal last house left lake got colored eyeswe known lol,"['attack', 'animal', 'last', 'house', 'left', 'lake', 'got', 'colored', 'eyeswe', 'known', 'lol']",0
hate lose something mom say well guess wasnt important like bitch lost grocery st,"['hate', 'lose', 'something', 'mom', 'say', 'well', 'guess', 'wasnt', 'important', 'like', 'bitch', 'lost', 'grocery', 'st']",0
fly banging window called retarded thought umm im talki,"['fly', 'banging', 'window', 'called', 'retarded', 'thought', 'umm', 'im', 'talki']",0
great pussy shit would think would never,"['great', 'pussy', 'shit', 'would', 'think', 'would', 'never']",0
yall ever car ya moma singing every song come like bitch know sch,"['yall', 'ever', 'car', 'ya', 'moma', 'singing', 'every', 'song', 'come', 'like', 'bitch', 'know', 'sch']",0
true life im emotional clingy bitch,"['true', 'life', 'im', 'emotional', 'clingy', 'bitch']",0
zero hoe,"['zero', 'hoe']",0
freeze bitch im gon na steal heart,"['freeze', 'bitch', 'im', 'gon', 'na', 'steal', 'heart']",0
mansion elan tonight bitch,"['mansion', 'elan', 'tonight', 'bitch']",0
im bitch lmao really say whats mind though cant help,"['im', 'bitch', 'lmao', 'really', 'say', 'whats', 'mind', 'though', 'cant', 'help']",0
luckily friend im yellow belt karate unfortunate bonner dude lookout,"['luckily', 'friend', 'im', 'yellow', 'belt', 'karate', 'unfortunate', 'bonner', 'dude', 'lookout']",0
lol tryna make mimi b bad bitch sooooo weak make mad fuck like th grader,"['lol', 'tryna', 'make', 'mimi', 'b', 'bad', 'bitch', 'sooooo', 'weak', 'make', 'mad', 'fuck', 'like', 'th', 'grader']",0
jackie weird like bitch hang ppl ya age,"['jackie', 'weird', 'like', 'bitch', 'hang', 'ppl', 'ya', 'age']",0
ride nigga ya whole life new pussy fuck one night,"['ride', 'nigga', 'ya', 'whole', 'life', 'new', 'pussy', 'fuck', 'one', 'night']",0
bitch please dont even make food,"['bitch', 'please', 'dont', 'even', 'make', 'food']",0
hoe calling hoe hoe know much hoe hoe calling hoe,"['hoe', 'calling', 'hoe', 'hoe', 'know', 'much', 'hoe', 'hoe', 'calling', 'hoe']",0
myspace died couple year ago facebook hospital twitter strip club throwing one big booty hoe,"['myspace', 'died', 'couple', 'year', 'ago', 'facebook', 'hospital', 'twitter', 'strip', 'club', 'throwing', 'one', 'big', 'booty', 'hoe']",0
ratchet bitch like name shaniqua asssofathairsoreal brown get clap clap right clap,"['ratchet', 'bitch', 'like', 'name', 'shaniqua', 'asssofathairsoreal', 'brown', 'get', 'clap', 'clap', 'right', 'clap']",0
youre becoming real bitch car ride john caring whether fountain wayne make money tour,"['youre', 'becoming', 'real', 'bitch', 'car', 'ride', 'john', 'caring', 'whether', 'fountain', 'wayne', 'make', 'money', 'tour']",0
tbt tried french outfit freshman cover shoot high fuck weed brownie,"['tbt', 'tried', 'french', 'outfit', 'freshman', 'cover', 'shoot', 'high', 'fuck', 'weed', 'brownie']",0
hoe stay mad keep em hot guess got fever,"['hoe', 'stay', 'mad', 'keep', 'em', 'hot', 'guess', 'got', 'fever']",0
feel bad homies suffer canker sore reg bitch hinder spirit,"['feel', 'bad', 'homies', 'suffer', 'canker', 'sore', 'reg', 'bitch', 'hinder', 'spirit']",0
hehe hoe quote,"['hehe', 'hoe', 'quote']",0
need guy put place bitch think theyre zoo animal,"['need', 'guy', 'put', 'place', 'bitch', 'think', 'theyre', 'zoo', 'animal']",0
every girl go thru hoe phase freshman year college,"['every', 'girl', 'go', 'thru', 'hoe', 'phase', 'freshman', 'year', 'college']",0
nigga got girl fuck asking girl text youhoes man hoe,"['nigga', 'got', 'girl', 'fuck', 'asking', 'girl', 'text', 'youhoes', 'man', 'hoe']",0
hoe getting outta hand,"['hoe', 'getting', 'outta', 'hand']",0
woman wild animalswell control attitude put place u dumb bitch,"['woman', 'wild', 'animalswell', 'control', 'attitude', 'put', 'place', 'u', 'dumb', 'bitch']",0
britney bitch,"['britney', 'bitch']",0
look like trash someone compliment,"['look', 'like', 'trash', 'someone', 'compliment']",0
bitch guessed,"['bitch', 'guessed']",0
lanait aint nuttin ta fuck bitch dawg frohorsemen,"['lanait', 'aint', 'nuttin', 'ta', 'fuck', 'bitch', 'dawg', 'frohorsemen']",0
giantduck pittsburghduck yellow livestream wpxi nofliter duckburgh,"['giantduck', 'pittsburghduck', 'yellow', 'livestream', 'wpxi', 'nofliter', 'duckburgh']",0
twinkle twinkle little star fucked bitch stole car,"['twinkle', 'twinkle', 'little', 'star', 'fucked', 'bitch', 'stole', 'car']",0
bitch nigga quality provide,"['bitch', 'nigga', 'quality', 'provide']",0
yo bitch cho name bitch wan na fuck ya bitch jacey thing say doe bff baby,"['yo', 'bitch', 'cho', 'name', 'bitch', 'wan', 'na', 'fuck', 'ya', 'bitch', 'jacey', 'thing', 'say', 'doe', 'bff', 'baby']",0
oreo speedwagon fatbands,"['oreo', 'speedwagon', 'fatbands']",0
ive talked much trash ou lose today,"['ive', 'talked', 'much', 'trash', 'ou', 'lose', 'today']",0
youre cunt screen shot,"['youre', 'cunt', 'screen', 'shot']",0
yes yes know fob reconciliation idea youre welcome,"['yes', 'yes', 'know', 'fob', 'reconciliation', 'idea', 'youre', 'welcome']",0
got nigga got bitch,"['got', 'nigga', 'got', 'bitch']",1
last time xfactor audition came dublin auditioned man blue monkey,"['last', 'time', 'xfactor', 'audition', 'came', 'dublin', 'auditioned', 'man', 'blue', 'monkey']",0
hoe sooo average course,"['hoe', 'sooo', 'average', 'course']",0
maybe yall hoe as nigga start considering girl feeling shiii think nigga youre,"['maybe', 'yall', 'hoe', 'as', 'nigga', 'start', 'considering', 'girl', 'feeling', 'shiii', 'think', 'nigga', 'youre']",0
incredible scale celestial body,"['incredible', 'scale', 'celestial', 'body']",0
thats type bitch hate,"['thats', 'type', 'bitch', 'hate']",0
little stupid as bitch aint fucking,"['little', 'stupid', 'as', 'bitch', 'aint', 'fucking']",0
yes ghetto bitch,"['yes', 'ghetto', 'bitch']",0
shes one ugliest woman ive ever seen cross reptile crow,"['shes', 'one', 'ugliest', 'woman', 'ive', 'ever', 'seen', 'cross', 'reptile', 'crow']",1
muslim jihadi fighter book ticket cruise ship syria iraq,"['muslim', 'jihadi', 'fighter', 'book', 'ticket', 'cruise', 'ship', 'syria', 'iraq']",0
fuck shes basic bitch,"['fuck', 'shes', 'basic', 'bitch']",0
ex told wanted get gift would take breath away got bitch treadmill,"['ex', 'told', 'wanted', 'get', 'gift', 'would', 'take', 'breath', 'away', 'got', 'bitch', 'treadmill']",0
nun fucking bitch getting money,"['nun', 'fucking', 'bitch', 'getting', 'money']",0
ily ur bad bitch,"['ily', 'ur', 'bad', 'bitch']",0
really get excited see bad bitch association lunch everyday always make laugh,"['really', 'get', 'excited', 'see', 'bad', 'bitch', 'association', 'lunch', 'everyday', 'always', 'make', 'laugh']",0
np big nig nig,"['np', 'big', 'nig', 'nig']",0
ya bitch,"['ya', 'bitch']",0
love as bitch,"['love', 'as', 'bitch']",0
wish pretty colored eye,"['wish', 'pretty', 'colored', 'eye']",0
r u african ur frican bitch,"['r', 'u', 'african', 'ur', 'frican', 'bitch']",0
youre freshman youve fucked boy senior class youre hoe notcute,"['youre', 'freshman', 'youve', 'fucked', 'boy', 'senior', 'class', 'youre', 'hoe', 'notcute']",0
pretty bitch rep taylor gang hollah lmfaoo,"['pretty', 'bitch', 'rep', 'taylor', 'gang', 'hollah', 'lmfaoo']",0
like bitch already know answer bri duh,"['like', 'bitch', 'already', 'know', 'answer', 'bri', 'duh']",0
shimmy shimmy ya bitch,"['shimmy', 'shimmy', 'ya', 'bitch']",0
girl guy mom dad im butch dyke,"['girl', 'guy', 'mom', 'dad', 'im', 'butch', 'dyke']",1
believe time uncouthuncivilised people sentenced death racial slursattacks ne citizen,"['believe', 'time', 'uncouthuncivilised', 'people', 'sentenced', 'death', 'racial', 'slursattacks', 'ne', 'citizen']",0
extreme lowlife bitch abt junior public rajdeep reveals ugly character ny,"['extreme', 'lowlife', 'bitch', 'abt', 'junior', 'public', 'rajdeep', 'reveals', 'ugly', 'character', 'ny']",0
report u want physically chasinghounding uncivilised also case bansalgadkari,"['report', 'u', 'want', 'physically', 'chasinghounding', 'uncivilised', 'also', 'case', 'bansalgadkari']",0
claim hoe dont exist us hoe name,"['claim', 'hoe', 'dont', 'exist', 'us', 'hoe', 'name']",0
yall look fucking retarded yalls pant ankle,"['yall', 'look', 'fucking', 'retarded', 'yalls', 'pant', 'ankle']",0
know dealing hoe,"['know', 'dealing', 'hoe']",0
amanda want fizz protect dude told yo as multiple occasion let bitch,"['amanda', 'want', 'fizz', 'protect', 'dude', 'told', 'yo', 'as', 'multiple', 'occasion', 'let', 'bitch']",0
dont ever afraid double bitch ppl always expect like im sorry got loud im sorry,"['dont', 'ever', 'afraid', 'double', 'bitch', 'ppl', 'always', 'expect', 'like', 'im', 'sorry', 'got', 'loud', 'im', 'sorry']",0
thank every broad universe take step forward put colored contact eye thats one le person,"['thank', 'every', 'broad', 'universe', 'take', 'step', 'forward', 'put', 'colored', 'contact', 'eye', 'thats', 'one', 'le', 'person']",0
gemini get irritated jealous bitch,"['gemini', 'get', 'irritated', 'jealous', 'bitch']",0
come yankee let keep game going must win,"['come', 'yankee', 'let', 'keep', 'game', 'going', 'must', 'win']",0
ohio inmate sum lebronjames return mean cleveland leb,"['ohio', 'inmate', 'sum', 'lebronjames', 'return', 'mean', 'cleveland', 'leb']",0
hell yeah benihana bitch,"['hell', 'yeah', 'benihana', 'bitch']",0
called pussy tough guy let see tegan kiss right bicep sara kiss left bicep feel,"['called', 'pussy', 'tough', 'guy', 'let', 'see', 'tegan', 'kiss', 'right', 'bicep', 'sara', 'kiss', 'left', 'bicep', 'feel']",0
martin short conan oct yellow skin red hair look like pencil,"['martin', 'short', 'conan', 'oct', 'yellow', 'skin', 'red', 'hair', 'look', 'like', 'pencil']",0
flipthesenate corrupt administration ever chicagopolitics wh harry reid bitch,"['flipthesenate', 'corrupt', 'administration', 'ever', 'chicagopolitics', 'wh', 'harry', 'reid', 'bitch']",0
yall six different personality different bitch spit game lie need grow lm,"['yall', 'six', 'different', 'personality', 'different', 'bitch', 'spit', 'game', 'lie', 'need', 'grow', 'lm']",0
good morning sunshine dirty bitch,"['good', 'morning', 'sunshine', 'dirty', 'bitch']",0
refresh dhimmi seattle mayor ed murray poor memory city long history jihadi breeding ground h,"['refresh', 'dhimmi', 'seattle', 'mayor', 'ed', 'murray', 'poor', 'memory', 'city', 'long', 'history', 'jihadi', 'breeding', 'ground', 'h']",0
mass gop govelect charlie baker driver license illegal alien noamnesty,"['mass', 'gop', 'govelect', 'charlie', 'baker', 'driver', 'license', 'illegal', 'alien', 'noamnesty']",0
form bitch still dont get im saiyan,"['form', 'bitch', 'still', 'dont', 'get', 'im', 'saiyan']",0
cuz bitch love pizza,"['cuz', 'bitch', 'love', 'pizza']",0
lil wayne said give bitch ya heart rather purse,"['lil', 'wayne', 'said', 'give', 'bitch', 'ya', 'heart', 'rather', 'purse']",0
bitch came yeah threw party,"['bitch', 'came', 'yeah', 'threw', 'party']",0
aint never worried bout bitch nigga,"['aint', 'never', 'worried', 'bout', 'bitch', 'nigga']",0
donna tax gon na go upmoulinyanlol,"['donna', 'tax', 'gon', 'na', 'go', 'upmoulinyanlol']",0
paid k mile bitch always money,"['paid', 'k', 'mile', 'bitch', 'always', 'money']",0
fridayfaves bitch dressed church club gym slay vampire,"['fridayfaves', 'bitch', 'dressed', 'church', 'club', 'gym', 'slay', 'vampire']",0
realest tweet seen today dyke bitch rehab hoesand im healedback dick go,"['realest', 'tweet', 'seen', 'today', 'dyke', 'bitch', 'rehab', 'hoesand', 'im', 'healedback', 'dick', 'go']",1
bitch fine fare supermarket,"['bitch', 'fine', 'fare', 'supermarket']",0
call mom bitch getting knocked outon mama,"['call', 'mom', 'bitch', 'getting', 'knocked', 'outon', 'mama']",0
sonia never criticises kejriwal kejriwal trash every leader never criticises sonia touching,"['sonia', 'never', 'criticises', 'kejriwal', 'kejriwal', 'trash', 'every', 'leader', 'never', 'criticises', 'sonia', 'touching']",0
think im addicted naked picture sitting taking bout bitch almost,"['think', 'im', 'addicted', 'naked', 'picture', 'sitting', 'taking', 'bout', 'bitch', 'almost']",0
look every bitch as walk past,"['look', 'every', 'bitch', 'as', 'walk', 'past']",0
hoe always say rider bitch stfu ride dick lmaoooooooooooooooooooo,"['hoe', 'always', 'say', 'rider', 'bitch', 'stfu', 'ride', 'dick', 'lmaoooooooooooooooooooo']",0
cheat shes like female pussy,"['cheat', 'shes', 'like', 'female', 'pussy']",0
pussy book id read,"['pussy', 'book', 'id', 'read']",0
see yall one yall side bitch made,"['see', 'yall', 'one', 'yall', 'side', 'bitch', 'made']",0
charlie wear woman clothing,"['charlie', 'wear', 'woman', 'clothing']",0
nigga sex day unlike bitch jus want somebody gone better young woman,"['nigga', 'sex', 'day', 'unlike', 'bitch', 'jus', 'want', 'somebody', 'gone', 'better', 'young', 'woman']",0
anything want life dont fucking bitch,"['anything', 'want', 'life', 'dont', 'fucking', 'bitch']",0
whatchu know bout livin ghetto eating cottage cheese time day lil salt lil peppa lil lil barbeeequeee,"['whatchu', 'know', 'bout', 'livin', 'ghetto', 'eating', 'cottage', 'cheese', 'time', 'day', 'lil', 'salt', 'lil', 'peppa', 'lil', 'lil', 'barbeeequeee']",0
straight guy take picture naked hot tunwhat fag,"['straight', 'guy', 'take', 'picture', 'naked', 'hot', 'tunwhat', 'fag']",1
ezra miller openly queer male playing flash making first openly queer male play lead superhe,"['ezra', 'miller', 'openly', 'queer', 'male', 'playing', 'flash', 'making', 'first', 'openly', 'queer', 'male', 'play', 'lead', 'superhe']",0
point every voter florida voted charlie crist,"['point', 'every', 'voter', 'florida', 'voted', 'charlie', 'crist']",0
sack number trent cole fuckin bitch,"['sack', 'number', 'trent', 'cole', 'fuckin', 'bitch']",0
wes bitch dead,"['wes', 'bitch', 'dead']",0
teacher trying pronounce ghetto name st day school,"['teacher', 'trying', 'pronounce', 'ghetto', 'name', 'st', 'day', 'school']",0
offseason outlook new york yankee,"['offseason', 'outlook', 'new', 'york', 'yankee']",0
fuck gpa bitch im lot smarter,"['fuck', 'gpa', 'bitch', 'im', 'lot', 'smarter']",0
like bitch green eyed curly haired kid ig talking future child,"['like', 'bitch', 'green', 'eyed', 'curly', 'haired', 'kid', 'ig', 'talking', 'future', 'child']",0
said life bitch really meant,"['said', 'life', 'bitch', 'really', 'meant']",0
kim always nasty pussy hungry bitch look never hungry,"['kim', 'always', 'nasty', 'pussy', 'hungry', 'bitch', 'look', 'never', 'hungry']",0
musty pussy maggot bitch tryna lick sac rich fuckemx,"['musty', 'pussy', 'maggot', 'bitch', 'tryna', 'lick', 'sac', 'rich', 'fuckemx']",0
like romeo chance think youre faggot,"['like', 'romeo', 'chance', 'think', 'youre', 'faggot']",1
god yankee fan farewellcaptain,"['god', 'yankee', 'fan', 'farewellcaptain']",0
grandma used say stop whiny little bitch eat fucking gluten,"['grandma', 'used', 'say', 'stop', 'whiny', 'little', 'bitch', 'eat', 'fucking', 'gluten']",0
free bird,"['free', 'bird']",0
fucked bitch feel,"['fucked', 'bitch', 'feel']",0
image peshmerga giving heaveho isi flag really brightened friday kick sorry butt,"['image', 'peshmerga', 'giving', 'heaveho', 'isi', 'flag', 'really', 'brightened', 'friday', 'kick', 'sorry', 'butt']",0
occasionally go play flappy bird die getting one remember much hate,"['occasionally', 'go', 'play', 'flappy', 'bird', 'die', 'getting', 'one', 'remember', 'much', 'hate']",0
wow henry waxman get caught classic charlie leduff segment charlie come dc today gm hearing,"['wow', 'henry', 'waxman', 'get', 'caught', 'classic', 'charlie', 'leduff', 'segment', 'charlie', 'come', 'dc', 'today', 'gm', 'hearing']",0
